顧客名簿,,,,,,
,,,,,,
得意先ｺｰﾄﾞ,得意先名称１,郵便番号,住所１,住所２,住所３,電話番号
75009,沖縄ワタベウェディング㈱,903-0123,沖縄県中頭郡西原町,津花波431,,098-946-5555
75010,沖縄ワタベウェディング㈱,904-0328,沖縄県中頭郡読谷村,宇座675,,098-921-6377
75011,沖縄ワタベウェディング㈱,906-0202,沖縄県宮古島市,上野新里926-25,ｼｷﾞﾗﾍﾞｲｻｲﾄﾞｽｲｰﾄｱﾗﾏﾝﾀﾞ内,0980-76-4111
75012,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75013,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75014,沖縄ワタベウェディング㈱,907-0002,沖縄県石垣市,真栄里354-1,,0980-88-0839
75015,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75016,沖縄ワタベウェディング㈱,905-0406,沖縄県国頭郡今帰仁村,古宇利588,,
75017,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75018,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75019,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75020,沖縄ワタベウェディング㈱ 宮古島,906-0202,沖縄県宮古島市,上野新里1405-106,,0980-76-4111
75021,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75022,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75023,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75024,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,
75025,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75026,沖縄ワタベウェディング㈱,904-0115,沖縄県中頭郡北谷町,美浜9-7,PLAZAF2F,098-926-1308
75027,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75028,沖縄ワタベウェディング㈱,906-0203,沖縄県宮古島市上野宮国765-1,うえのﾄﾞｲﾂ文化村商用地ｿﾞｰﾝ,1棟1-102号,098-834-4117
75100,ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
77958,㈱デコルテ STUDIO SUNS,904-0116,沖縄県中頭郡北谷町,北谷2-19-6,,098-923-5615
77959,㈱千代田ブライダルハウス,904-0117,沖縄県中頭郡北谷町,北前1-18-1,,098-926-1184
77960,オールデコレーション㈱,901-2223,沖縄県宜野湾市,大山4-1-8,,098-911-3358
77961,㈲ナカダ サムシングフォー西崎,901-0305,沖縄県糸満市,西崎5-13-3,,098-992-0808
77962,㈱レック ブライダルカフェ,900-0005,沖縄県那覇市,天久1-8-5,,098-963-9480
77963,第一スタジオ 豊見城店,901-0224,沖縄県豊見城市,与根9,,098-850-5300
77964,㈱レック,150-0001,東京都渋谷区,神宮前5-51-6,ﾃﾗｱｼｵｽ青山2F,03-6418-6955
77966,㈱エマエンタープライズ,900-0006,沖縄県那覇市,おもろまち1-5-26,,098-868-9332
77968,㈱フェスティーナ,900-0006,沖縄県那覇市,おもろまち2-14-1,ｻﾞ･ﾅﾊﾃﾗｽ3階,098-866-1637
77969,㈱SHUGEN,901-1412,沖縄県南城市,佐敷新里1668,ﾕﾝｲﾁﾎﾃﾙ南城内,098-947-4888
77975,㈱ラグナガーデンホテル,901-2224,沖縄県宜野湾市,真志喜4-1-1,,098-897-2121
77976,第一スタジオ,904-0033,沖縄県沖縄市,山里2-2-10,,098-933-5647
77980,㈱キタムラ,901-1102,沖縄県島尻郡南風原町,宮城264,ｲｵﾝSC2F,098-940-6192
77981,㈱レック,901-0306,沖縄県糸満市,西崎町1-6-1,,098-840-8585
77982,㈱キタムラ,900-0006,沖縄県那覇市,おもろまち3-7-16,,098-860-2776
77983,㈱キタムラ,904-0116,沖縄県中頭郡北谷町,北谷2-7-3,,098-936-9671
77986,㈱フジカラーフォトセンター,901-2224,沖縄県宜野湾市,真志喜4-1-1,,098-897-8384
77987,㈱光貴,901-2221,沖縄県宜野湾市,伊佐2-19-12,,098-870-2100
77990,㈱千代田ブライダルハウス,900-0036,沖縄県那覇市,西3-3-1,,098-860-1184
77993,㈱フジカラーフォトセンター,411-0814,静岡県三島市,中島199-1,,055-977-3489
77994,あらがき貸衣装,902-0064,沖縄県那覇市,寄宮2-12-1,,098-833-6853
77995,㈱サンレー,902-0061,沖縄県那覇市,古島1-15-11,,098-886-3030
77996,㈱コートドオール,900-0004,沖縄県那覇市,銘苅1-10-21,ｾﾝﾁｭﾘｰﾋﾙｽﾞ新都心1-1,098-860-5111
77997,㈱千代田ブライダルハウス,904-0117,沖縄県中頭郡北谷町,北前1-18-1,経理総務課,098-926-1196
77998,㈱デコルテ,904-0115,沖縄県中頭郡北谷町,美浜51-3,,098-923-3161
77999,㈱バリューブリッジ,901-0225,沖縄県豊見城市豊崎1-870　1F,那覇市久茂地1-1-1.9F?,住所確認要,098-975-5056
78000,㈱アート*倒産,901-0401,沖縄県島尻郡八重瀬町,東風平492-2,,098-840-7887
78001,㈱フルスロットルズ,901-0225,沖縄県豊見城市,豊崎1-870,ﾒｿﾞﾝ･ﾄﾞ･ﾚｽﾎﾟﾜｰﾙ1F,098-851-7380
78002,㈲日光写真館,901-1303,沖縄県島尻郡与那原町,与那原61-1,,098-946-2351
78003,㈱名護パイン園グループ,905-0406,沖縄県国頭郡今帰仁村,古宇利538,,0980-56-1616
78004,株式会社　ｸﾞｯﾄﾞﾗｯｸ･ｺｰﾎﾟﾚｰｼｮﾝ,,,,,098-982-5701
78005,㈱国吉ミシン店,900-0022,沖縄県那覇市,樋川2-6-7,,098-832-1546
78006,㈱ODAL,901-0154,沖縄県那覇市,赤嶺2-11-15,O-B,098-851-4326
78007,㈱ジェニッククリエイション,901-0225,沖縄県豊見城市,豊崎1-870,1F,098-975-5056
78008,株式会社　ｸﾞｯﾄﾞﾗｯｸ･ｺｰﾎﾟﾚｰｼｮﾝ,904-1303,沖縄県国頭郡宜野座村,惣慶1182,,098-923-1923
78009,株式会社　ｸﾞｯﾄﾞﾗｯｸ･ｺｰﾎﾟﾚｰｼｮﾝ,904-0404,沖縄県国頭郡恩納村,瀬良垣1108,ﾊｲｱｯﾄ ﾘｰｼﾞｪﾝｼｰ瀬良垣島ｱｲﾗﾝﾄﾞ沖縄,
78010,株式会社　ｸﾞｯﾄﾞﾗｯｸ･ｺｰﾎﾟﾚｰｼｮﾝ,905-0207,沖縄県国頭郡本部町,備瀬148-1,,
78011,株式会社　ｸﾞｯﾄﾞﾗｯｸ･ｺｰﾎﾟﾚｰｼｮﾝ,904-0416,沖縄県国頭郡恩納村,山田3085-1,,098-982-5701
78012,アールイズ・ウエディング㈱,905-0207,沖縄県国頭郡本部町,備瀬148-1,ﾎﾃﾙｵﾘｵﾝﾓﾄﾌﾞﾘｿﾞｰﾄ&ｽﾊﾟ内,0980-51-7676
78013,アールイズ・ウエディング㈱,904-1303,沖縄県国頭郡宜野座村,惣慶下袋原1182,,098-923-1923
78014,アールイズ・ウエディング㈱,904-0404,沖縄県国頭郡恩納村,瀬良垣1108,ﾊｲｱｯﾄﾘｰｼﾞｪﾝｼｰ村瀬良ｱｲﾗﾝﾄﾞ沖縄内,098-960-4291
78015,㈱MARRY MARBLE,901-2226,沖縄県宜野湾市,嘉数1-16-1,,098-987-6266
78016,沖縄ワタベウェディング㈱宮古島,906-0202,沖縄県宮古島市,上野新里1405-106,,0980-76-4111
78017,㈱千代田ブライダルハウス,901-2224,沖縄県宜野湾市,真志喜4-1-1,ﾗｸﾞﾅｶﾞｰﾃﾞﾝﾎﾃﾙ内,098-897-3475
78018,スタークリーニング,904-2172,沖縄県沖縄市,泡瀬5-2-5,,098-937-4585
78019,誓言久久沖縄,900-0032,沖縄県那覇市,松山1-17-44,八重洲第三ﾋﾞﾙ102号室,080-5235-6627
78020,㈱ユカルヒ 豊崎店,901-0225,沖縄県豊見城市,豊崎1-453,1F,098-894-6905
78021,㈱キモノバナ,901-2311,沖縄県中頭郡北中城村,喜舎場1380-2,ｼｪﾗﾄﾝﾊｳｽB棟,098-954-6446
78022,小倉 智之,907-0004,沖縄県石垣市,登野城1255-1,ｵｰｼｬﾝﾊﾟﾚｽ登野城11-101,090-9040-6135
78023,㈱フォーシスアンドカンパニー,901-0351,沖縄県糸満市,名城963,琉球ﾎﾃﾙ&ﾘｿﾞｰﾄ名城ﾋﾞｰﾁ3F,098-997-2211
78024,㈲大嵩写真スタジオ･美容室,902-0077,沖縄県那覇市,長田2-5-24,,098-834-3392
78025,WISTERIA㈱,901-0225,沖縄県豊見城市,豊崎1-870,1F,098-987-4088
78026,sweet㈱,904-1106,沖縄県うるま市,石川2-39-8,,098-923-3232
78027,YUA Wedding,900-0013,沖縄県那覇市,牧志2-17-3,PLAZA21 3F,098-987-6351
78028,㈱ﾐｹﾗﾝｼﾞｪﾛ沖縄,900-0021,沖縄県那覇市,泉崎2丁目46番地,沖縄ﾊｰﾊﾞｰﾋﾞｭｰﾎﾃﾙ3階,080-4006-5496
78029,㈱ノバレーゼ,901-0513,沖縄県島尻郡八重瀬町,玻名城534,,098-840-7220
78030,㈱ワイズブリッジ,900-0015,沖縄県那覇市,久茂地1-2-3-3F-A,,050-8890-7239
78031,㈱ユカルヒ LPC宮古島店,906-0013,沖縄県宮古島市,平良下里2595−1,,080-8376-2129
78032,㈱ユカルヒ LPC石垣島店,907-0021,沖縄県石垣市,名蔵1124-1,,0980-87-5258
78033,㈱ユカルヒ 北中城店,901-2321,沖縄県中頭郡北中城村,美崎13番地,,
78040,ミヴィダ（同）,904-0328,沖縄県中頭郡読谷村,宇座1861,,090-8480-7220
78041,STUDIO SUNNY KING,901-0306,沖縄県糸満市,西崎町3丁目217番地,ﾏﾝｼｮﾝ幸105号,080-6494-3211
78042,當山 好美,901-0616,沖縄県南城市,玉城前川560-1,,090-8760-0362
79999,個人（CL沖縄工場 現金売上,,,,,
80010,㈱ファッションクロスフルシマ,348-0026,埼玉県羽生市,下羽生1073-1,,048-561-4367
80011,㈲巨洋物産 Marsha K,102-0094,東京都千代田区,紀尾井町3-29,紀尾井町ﾛｲﾔﾙﾊｲﾂ701,03-6883-9736
80012,衣裳工房 織花 折原俊哉,349-0221,埼玉県白岡市,上野田586,,0480-92-3721
80013,㈱カインドウェア,347-0105,埼玉県加須市,騎西510,,0480-73-5257
80014,㈱エアークローゼット,107-0062,東京都港区,南青山3-1-31,NBF南青山ビル5F,03-6452-8654
80015,チャコット㈱ 上田物流センター,386-1106,長野県上田市,小泉794-5,,0268-28-6311
80016,㈱マツオカコーポレーション,720-0045,広島県福山市,宝町4-14,,084-973-5203
80017,㈱曽我 白山,112-0001,東京都文京区,白山5-5-8,曽我ﾋﾞﾙB1,03-3946-8091
80019,㈱セブンユニフォーム,322-0302,栃木県鹿沼市,深程990-9,,0289-85-7701
80020,㈱ファッションクロスフルシマ,110-0005,東京都台東区,上野1-18-9,黒門平成ﾋﾞﾙ9F,0485-61-4367
80021,㈱セブンユニフォーム,322-0302,栃木県鹿沼市,深程990-9,,0289-85-7701
80022,㈲ファーシール,171-0043,東京都豊島区,要町3-41-10,新東京観光ﾋﾞﾙ302,03-5926-5816
80023,㈲ビアドプラン,151-0051,東京都渋谷区,千駄ヶ谷3-55-12,,03-3404-3587
80024,バリュエンスジャパン㈱,108-0075,東京都港区,港南1-2-70,品川ｼｰｽﾞﾝﾃﾗｽ28F,03-4580-9864
80025,㈱フジワーク,144-0056,東京都大田区,西六郷4-31-12,,03-3734-2931
80026,フジトランスポート㈱,630-8453,奈良県奈良市,西九条町4-1-2,,0742-50-6789
80027,㈱曽我 テトワ,112-0001,東京都文京区,白山5-5-8,曽我ﾋﾞﾙB1,03-3946-8091
80028,㈱オオハラ,131-0045,東京都墨田区,押上3-61-11,,03-3617-3553
80029,㈱ビデオソニック,331-0078,埼玉県さいたま市西区,西大宮3-32-3,,048-729-8327
80030,湘南ブライダル協会,253-0032,神奈川県茅ヶ崎市,常盤町3-4,,0467-57-4410
80031,楽家錦,158-0081,東京都世田谷区,深沢5-5-6,,03-3703-2121
80032,㈱ユニティ,136-0071,東京都江東区,亀戸3-34-7,,03-3638-1591
80033,㈱大丸松坂屋百貨店 本社,135-0042,東京都江東区,木場2-18-1,,03-6860-6913
80034,㈲コバヤシカメラ,348-0052,埼玉県羽生市,東7-14-4,,048-561-1766
80035,㈱ヤギ 東京本社,103-0016,東京都中央区,日本橋小網町18-15,7F,03-3667-4151
80036,㈲ファッションあいさわ,374-0018,群馬県館林市,城町16-9,,0276-73-4208
80037,㈱盛田 人事 CX創造部,151-0053,東京都渋谷区,代々木1-43-7,光ﾋﾞﾙ5F,03-6300-0120
80038,グランマリエ,321-0118,栃木県宇都宮市,ｲﾝﾀｰﾊﾟｰｸ6-2-3,,028-656-9979
80039,㈱カゲミツコーポレーション,106-0045,東京都港区,麻布十番3-1-5-102,,03-6436-0392
80040,㈱キヌヤ,360-0815,埼玉県熊谷市,本石1-82,,048-521-0560
80041,㈱Harvest Tokyo,106-0032,東京都港区,六本木7-17-36,ROPPONGI TERRACE 2C,
80042,㈱未来ガ驚喜研究所,150-0041,東京都渋谷区,神南4-14-7,ﾜｲｽﾞ神南ﾋﾞﾙ4F,03-5784-1460
80043,フォーク㈱ 埼玉支社,365-0001,埼玉県鴻巣市,赤城台362-20,,048-500-9409
80044,㈱ジョイフル恵利,271-0092,千葉県松戸市,松戸1307-1,ｷﾃﾐﾃﾏﾂﾄﾞ9階　ぷりずむ館館内,047-711-7907
80045,㈱Ouka としま衣裳,330-0803,埼玉県さいたま市大宮区,高鼻町1-62,,048-641-4738
80047,㈱曽我 ウィシュトンホテル ユーカリ衣裳店,112-0001,東京都文京区,白山5-5-8,曽我ﾋﾞﾙB1,03-3946-8091
80048,㈱小羽皮革,333-0831,埼玉県川口市,木曽呂16-3,,048-290-5220
80057,㈱曽我 シェラトンホテル,279-0031,千葉県浦安市,舞浜1-9,ｼｪﾗﾄﾝ･ｸﾞﾗﾝﾃﾞ･ﾄｰｷｮｰﾍﾞｲ･ﾎﾃﾙ1F,
80058,㈱曽我,261-0021,千葉県千葉市美浜区,ひび野2-10-3,ﾎﾃﾙｸﾞﾘｰﾝﾀﾜｰ2F,043-273-5005
89999,一般,,,,,
90001,アールイズ･ウエディング,980-0803,宮城県仙台市青葉区,国分町3-6-1,仙台ﾊﾟｰｸﾋﾞﾙ1階,022-713-7130
90002,㈲矢口 Sol-terre仙台店,980-0803,宮城県仙台市青葉区,国分町3-5-7,,022-722-7887
90003,㈱ギャレリア,951-8055,新潟県新潟市中央区,礎町通一ノ町1945-1,ﾘｱﾗｲｽﾞ万代橋ﾋﾞﾙ1F,025-378-3731
90004,ANNIA㈱ COCOMELODY 大塚店,170-0005,東京都豊島区,南大塚2-42-6,信友大塚ﾋﾞﾙ6F,03-5981-8106
90005,フェリーチェマツエダ,980-0011,宮城県仙台市青葉区,上杉5-3-36,第3勝山ﾋﾞﾙ,022-268-5331
90006,フェリーチェマツエダ,980-0011,宮城県仙台市青葉区,上杉5-3-36,第3勝山ﾋﾞﾙ,022-268-5331
90007,アルバスタッフ㈲,020-0866,岩手県盛岡市,本宮3-50-31,ﾉｰﾄﾙﾀﾞﾑ盛岡内,090-5091-3605
90008,アンジェリカ仙台,980-0011,宮城県仙台市青葉区,上杉5-3-36,第3勝山ﾋﾞﾙ,022-268-5331
90009,株式会社　天野屋呉服店　　　ｵﾘ,323-0023,栃木県小山市,中央町3-1-29,,0285-22-0062
90010,photo creation　ＡＬＩＶＥ　　ｵﾘ,320-0057,栃木県宇都宮市,中戸祭11-36,ｸﾞﾗﾝﾄﾞｰﾙK1 1F,028-627-8911
90011,株式会社　あさだ　　　ｵﾘ,284-0003,千葉県四街道市,鹿渡933-336,,043-420-8188
90012,合資会社　あさだ　　　ｵﾘ,975-0037,福島県南相馬市原町区,北原字大塚179-3,,0244-22-6055
90013,㈲藍や,810-0045,福岡県福岡市中央区,草香江1-9-23,,092-739-8722
90015,㈱ギャレリア,104-0061,東京都中央区,銀座6-7-2,みつわﾋﾞﾙ2Ｆ,03-5537-3456
90016,ANIIA㈱ COCOMELODY 日本橋店,103-0012,東京都中央区,日本橋堀留町1-2-1,日本色素本社ﾋﾞﾙ2Ｆ,03-3527-3396
90017,㈱Ａｙｌｉｎａ,810-0004,福岡県福岡市中央区,渡辺通り4-1-36,BiVi福岡4F,092-717-1850
90018,アズマ㈱ 横手営業所,013-0008,秋田県横手市,睦成字長坂23,,0182-32-8766
90019,㈱マリーゴールド,790-0004,愛媛県松山市,大街道2-5-10,,089-932-5850
90020,㈱マリーゴールド,720-0067,広島県福山市,西町1-6-25,安藤ﾋﾞﾙ,084-973-0779
90021,アズマ㈱ 山形営業所,990-0813,山形県山形市,桧町4-6-35,,0236-84-8400
90022,アズマ㈱ 弘前営業所,036-8086,青森県弘前市,田園1-1-2,,0172-27-1777
90023,アズマ㈱ 郡山営業所,963-0107,福島県郡山市,安積3-292,,024-945-4111
90201,㈲伊藤写真館　スタジオエルム　ｵﾘ,989-6141,宮城県大崎市,古川南新町6-29,,0229-24-2226
90202,イノセントリー 大宮店,330-0846,埼玉県さいたま市大宮区,大門町3-88,逸見ビル4F,048-650-2050
90203,イノセントリー 軽井沢,389-0104,長野県北佐久郡軽井沢町,軽井沢東21-1,,0267-41-2555
90204,イノセントリー 郡山,963-8004,福島県郡山市,中町7-9,ﾃﾞｼﾞﾌﾟﾗﾝ中野ﾋﾞﾙ2F,024-990-1011
90205,イノセントリー 札幌店,060-0001,北海道札幌市中央区,北一条西3-3,ばらと北一条ﾋﾞﾙ6F,011-223-1903
90206,イノセントリー 仙台店,980-0811,宮城県仙台市青葉区,一番町4-7-17,小田急仙台ﾋﾞﾙ4F,
90207,イノセントリー 東京店,160-0022,東京都新宿区,新宿2-5-3,AMﾋﾞﾙ2F,03-3354-0753
90208,イノセントリー 八王子店,192-0081,東京都八王子市,横山町6-9,丸多屋ビル9F,
90209,イノセントリー 水戸店,310-0844,茨城県水戸市,住吉町166,,029-304-3511
90210,イノセントリー 新潟店,951-8056,新潟県新潟市中央区,花町2069,日生第3ﾋﾞﾙ7F,025-227-6555
90211,イノセントリー ピュアート店,107-0062,東京都港区,南青山3-4-4,CASA BIANC201号,03-5772-8441
90212,イノセントリー 横浜店,220-0004,神奈川県横浜市西区,北幸2-9-10,横浜HSﾋﾞﾙ5F,
90213,イッツ川崎店　　　ｵﾘ,,神奈川県川崎市,幸区小向西町4-25,,
90214,いせや/こまち　東松山店　　ｵﾘ,355-0017,埼玉県東松山市,松葉町3-15-13,,0493-59-9371
90215,イノセントリー 大宮店,330-0846,埼玉県さいたま市大宮区,大門町3-88,逸見ビル4F,
90216,いせや/こまち　鴻巣店　　ｵﾘ,365-0038,埼玉県鴻巣市,本町8-5-26,,048-540-6888
90217,いせや/こまち　ｲｵﾝ上里店　　ｵﾘ,369-0301,埼玉県児玉郡上里町,金久保359-1,,0495-35-3915
90218,入曽写真館　　　　　　ｵﾘ,350-1317,埼玉県狭山市,水野456-5,,0429-59-4982
90219,㈱イワテブライダルセンター,020-0044,岩手県盛岡市,城西町2-1,2F,019-652-1143
90220,池田写真事務所　　　ｵﾘ,308-0021,茨城県筑西市,甲847,,
90221,イノセントリー 高崎店,370-0827,群馬県高崎市,鞘町20-1,高崎鞘町ﾋﾞﾙ4F,027-310-2281
90222,いせや／こまち　　　　ｵﾘ,366-0822,埼玉県深谷市,仲町4-3,,048-571-3161
90223,㈱イワテブライダルセンター,020-0021,岩手県盛岡市,中央通3-3-23,,019-654-5533
90224,イッツ新横浜店　　　　ｵﾘ,222-0033,神奈川県横浜市港北区,新横浜2-3-19,ﾐﾈﾀﾋﾞﾙ地下1F,
90225,交衣室 mage (石巻ウエディング）,981-0204,宮城県宮城郡松島町,初原字的場20-10,,090-8255-2702
90226,イノセントリー 宇都宮,321-0901,栃木県宇都宮市,平出町3511,ｱｰｶﾝｼﾞｪﾙ迎賓館内,028-613-6355
90401,(合)ウォーレス,112-0006,東京都文京区,小日向1-21-6-302,,090-2543-2623
